,Hardware,Unnamed: 0,benchmark_name,count,extra_time_to_execute(us),inference_time(us),input_shape,input_type,num_of_batches,num_of_channels,num_threads
3421,coral edgetpu,3421.0,graphrelu_100_float_f,1037,0.0,943.2260000000001,"100,100",uint8,1,3,9
3422,Desktop(CPU + GPU),3422.0,graphrelu_100_float_f,50,0.0,177.1,"100,100",float,1,3,10
3423,NCS2,3423.0,graphrelu_100_float_f,50,4830.0,70.0,"100,100",float,1,3,10
3424,coral edgetpu,3424.0,graphrelu_100_float_f,1039,0.0,941.067,"100,100",uint8,1,3,10
3425,Desktop(CPU + GPU),3425.0,graphrelu_100_float_f,50,0.0,183.28,"100,100",float,1,3,11
3426,NCS2,3426.0,graphrelu_100_float_f,50,4810.0,130.0,"100,100",float,1,3,11
3427,coral edgetpu,3427.0,graphrelu_100_float_f,1040,0.0,941.957,"100,100",uint8,1,3,11
3428,Desktop(CPU + GPU),3428.0,graphrelu_100_float_f,50,0.0,163.2,"100,100",float,1,3,12
3429,NCS2,3429.0,graphrelu_100_float_f,50,4870.0,70.0,"100,100",float,1,3,12
3430,coral edgetpu,3430.0,graphrelu_100_float_f,1046,0.0,936.02,"100,100",uint8,1,3,12
3431,Desktop(CPU + GPU),3431.0,graphrelu_192_float_f,50,0.0,245.84,"192,192",float,1,3,1
3432,NCS2,3432.0,graphrelu_192_float_f,50,13120.0,410.0,"192,192",float,1,3,1
3433,coral edgetpu,3433.0,graphrelu_192_float_f,359,0.0,2752.59,"192,192",uint8,1,3,1
3434,Desktop(CPU + GPU),3434.0,graphrelu_192_float_f,50,0.0,194.06,"192,192",float,1,3,2
3435,NCS2,3435.0,graphrelu_192_float_f,50,12950.0,250.0,"192,192",float,1,3,2
3436,coral edgetpu,3436.0,graphrelu_192_float_f,360,0.0,2741.84,"192,192",uint8,1,3,2
3437,Desktop(CPU + GPU),3437.0,graphrelu_192_float_f,50,0.0,207.64,"192,192",float,1,3,3
3438,NCS2,3438.0,graphrelu_192_float_f,50,13710.0,220.0,"192,192",float,1,3,3
3439,coral edgetpu,3439.0,graphrelu_192_float_f,361,0.0,2742.06,"192,192",uint8,1,3,3
3440,Desktop(CPU + GPU),3440.0,graphrelu_192_float_f,50,0.0,193.62,"192,192",float,1,3,4
3441,NCS2,3441.0,graphrelu_192_float_f,50,12890.0,180.0,"192,192",float,1,3,4
3442,coral edgetpu,3442.0,graphrelu_192_float_f,358,0.0,2751.73,"192,192",uint8,1,3,4
3443,Desktop(CPU + GPU),3443.0,graphrelu_192_float_f,50,0.0,255.36,"192,192",float,1,3,5
3444,NCS2,3444.0,graphrelu_192_float_f,50,12820.0,170.0,"192,192",float,1,3,5
3445,coral edgetpu,3445.0,graphrelu_192_float_f,356,0.0,2778.77,"192,192",uint8,1,3,5
3446,Desktop(CPU + GPU),3446.0,graphrelu_192_float_f,50,0.0,228.84,"192,192",float,1,3,6
3447,NCS2,3447.0,graphrelu_192_float_f,50,13440.0,150.0,"192,192",float,1,3,6
3448,coral edgetpu,3448.0,graphrelu_192_float_f,359,0.0,2748.74,"192,192",uint8,1,3,6
3449,Desktop(CPU + GPU),3449.0,graphrelu_192_float_f,50,0.0,217.36,"192,192",float,1,3,7
3450,NCS2,3450.0,graphrelu_192_float_f,50,12910.0,150.0,"192,192",float,1,3,7
3451,coral edgetpu,3451.0,graphrelu_192_float_f,357,0.0,2766.52,"192,192",uint8,1,3,7
3452,Desktop(CPU + GPU),3452.0,graphrelu_192_float_f,50,0.0,244.52,"192,192",float,1,3,8
3453,NCS2,3453.0,graphrelu_192_float_f,50,12930.0,190.0,"192,192",float,1,3,8
3454,coral edgetpu,3454.0,graphrelu_192_float_f,358,0.0,2753.51,"192,192",uint8,1,3,8
3455,Desktop(CPU + GPU),3455.0,graphrelu_192_float_f,50,0.0,227.54,"192,192",float,1,3,9
3456,NCS2,3456.0,graphrelu_192_float_f,50,13060.0,190.0,"192,192",float,1,3,9
3457,coral edgetpu,3457.0,graphrelu_192_float_f,363,0.0,2721.15,"192,192",uint8,1,3,9
3458,Desktop(CPU + GPU),3458.0,graphrelu_192_float_f,50,0.0,253.02,"192,192",float,1,3,10
3459,NCS2,3459.0,graphrelu_192_float_f,50,13710.0,180.0,"192,192",float,1,3,10
3460,coral edgetpu,3460.0,graphrelu_192_float_f,359,0.0,2750.23,"192,192",uint8,1,3,10
3461,Desktop(CPU + GPU),3461.0,graphrelu_192_float_f,50,0.0,219.32,"192,192",float,1,3,11
3462,NCS2,3462.0,graphrelu_192_float_f,50,12900.0,190.0,"192,192",float,1,3,11
3463,coral edgetpu,3463.0,graphrelu_192_float_f,360,0.0,2742.14,"192,192",uint8,1,3,11
3464,Desktop(CPU + GPU),3464.0,graphrelu_192_float_f,50,0.0,214.14,"192,192",float,1,3,12
3465,NCS2,3465.0,graphrelu_192_float_f,50,12970.0,140.0,"192,192",float,1,3,12
3466,coral edgetpu,3466.0,graphrelu_192_float_f,358,0.0,2759.7,"192,192",uint8,1,3,12
3467,Desktop(CPU + GPU),3467.0,graphrelu_224_float_f,50,0.0,252.64,"224,224",float,1,3,1
3468,NCS2,3468.0,graphrelu_224_float_f,50,17220.0,530.0,"224,224",float,1,3,1
3469,coral edgetpu,3469.0,graphrelu_224_float_f,271,0.0,3654.34,"224,224",uint8,1,3,1
3470,Desktop(CPU + GPU),3470.0,graphrelu_224_float_f,50,0.0,223.68,"224,224",float,1,3,2
3471,NCS2,3471.0,graphrelu_224_float_f,50,17530.0,320.0,"224,224",float,1,3,2
3472,coral edgetpu,3472.0,graphrelu_224_float_f,271,0.0,3652.61,"224,224",uint8,1,3,2
3473,Desktop(CPU + GPU),3473.0,graphrelu_224_float_f,50,0.0,277.04,"224,224",float,1,3,3
3474,NCS2,3474.0,graphrelu_224_float_f,50,16930.0,280.0,"224,224",float,1,3,3
3475,coral edgetpu,3475.0,graphrelu_224_float_f,269,0.0,3678.95,"224,224",uint8,1,3,3
3476,Desktop(CPU + GPU),3476.0,graphrelu_224_float_f,50,0.0,247.44,"224,224",float,1,3,4
3477,NCS2,3477.0,graphrelu_224_float_f,50,17340.0,230.0,"224,224",float,1,3,4
3478,coral edgetpu,3478.0,graphrelu_224_float_f,270,0.0,3673.71,"224,224",uint8,1,3,4
3479,Desktop(CPU + GPU),3479.0,graphrelu_224_float_f,50,0.0,275.8,"224,224",float,1,3,5
3480,NCS2,3480.0,graphrelu_224_float_f,50,17450.0,200.0,"224,224",float,1,3,5
3481,coral edgetpu,3481.0,graphrelu_224_float_f,270,0.0,3666.47,"224,224",uint8,1,3,5
3482,Desktop(CPU + GPU),3482.0,graphrelu_224_float_f,50,0.0,284.22,"224,224",float,1,3,6
3483,NCS2,3483.0,graphrelu_224_float_f,50,16930.0,200.0,"224,224",float,1,3,6
3484,coral edgetpu,3484.0,graphrelu_224_float_f,271,0.0,3663.2,"224,224",uint8,1,3,6
3485,Desktop(CPU + GPU),3485.0,graphrelu_224_float_f,50,0.0,277.4,"224,224",float,1,3,7
3486,NCS2,3486.0,graphrelu_224_float_f,50,17120.0,200.0,"224,224",float,1,3,7
3487,coral edgetpu,3487.0,graphrelu_224_float_f,272,0.0,3651.06,"224,224",uint8,1,3,7
3488,Desktop(CPU + GPU),3488.0,graphrelu_224_float_f,50,0.0,261.14,"224,224",float,1,3,8
3489,NCS2,3489.0,graphrelu_224_float_f,50,19830.0,220.0,"224,224",float,1,3,8
3490,coral edgetpu,3490.0,graphrelu_224_float_f,269,0.0,3681.64,"224,224",uint8,1,3,8
3491,Desktop(CPU + GPU),3491.0,graphrelu_224_float_f,50,0.0,246.18,"224,224",float,1,3,9
3492,NCS2,3492.0,graphrelu_224_float_f,50,16860.0,200.0,"224,224",float,1,3,9
3493,coral edgetpu,3493.0,graphrelu_224_float_f,271,0.0,3663.13,"224,224",uint8,1,3,9
3494,Desktop(CPU + GPU),3494.0,graphrelu_224_float_f,50,0.0,276.96,"224,224",float,1,3,10
3495,NCS2,3495.0,graphrelu_224_float_f,50,16800.0,210.0,"224,224",float,1,3,10
3496,coral edgetpu,3496.0,graphrelu_224_float_f,272,0.0,3647.72,"224,224",uint8,1,3,10
3497,Desktop(CPU + GPU),3497.0,graphrelu_224_float_f,50,0.0,275.26,"224,224",float,1,3,11
3498,NCS2,3498.0,graphrelu_224_float_f,50,16960.0,220.0,"224,224",float,1,3,11
3499,coral edgetpu,3499.0,graphrelu_224_float_f,272,0.0,3641.85,"224,224",uint8,1,3,11
3500,Desktop(CPU + GPU),3500.0,graphrelu_224_float_f,50,0.0,264.54,"224,224",float,1,3,12
3501,NCS2,3501.0,graphrelu_224_float_f,50,17040.0,220.0,"224,224",float,1,3,12
3502,coral edgetpu,3502.0,graphrelu_224_float_f,272,0.0,3648.37,"224,224",uint8,1,3,12
3503,Desktop(CPU + GPU),3503.0,graphrelu_300_float_f,50,0.0,332.5,"300,300",float,1,3,1
3504,NCS2,3504.0,graphrelu_300_float_f,50,30800.0,960.0,"300,300",float,1,3,1
3505,coral edgetpu,3505.0,graphrelu_300_float_f,149,0.0,6676.26,"300,300",uint8,1,3,1
3506,Desktop(CPU + GPU),3506.0,graphrelu_300_float_f,50,0.0,305.62,"300,300",float,1,3,2
3507,NCS2,3507.0,graphrelu_300_float_f,50,30140.0,550.0,"300,300",float,1,3,2
3508,coral edgetpu,3508.0,graphrelu_300_float_f,149,0.0,6662.29,"300,300",uint8,1,3,2
3509,Desktop(CPU + GPU),3509.0,graphrelu_300_float_f,50,0.0,354.24,"300,300",float,1,3,3
3510,NCS2,3510.0,graphrelu_300_float_f,50,30100.0,430.0,"300,300",float,1,3,3
3511,coral edgetpu,3511.0,graphrelu_300_float_f,148,0.0,6713.8,"300,300",uint8,1,3,3
3512,Desktop(CPU + GPU),3512.0,graphrelu_300_float_f,50,0.0,315.8,"300,300",float,1,3,4
3513,NCS2,3513.0,graphrelu_300_float_f,50,29200.0,370.0,"300,300",float,1,3,4
3514,coral edgetpu,3514.0,graphrelu_300_float_f,148,0.0,6714.23,"300,300",uint8,1,3,4
3515,Desktop(CPU + GPU),3515.0,graphrelu_300_float_f,50,0.0,341.8,"300,300",float,1,3,5
3516,NCS2,3516.0,graphrelu_300_float_f,50,29300.0,360.0,"300,300",float,1,3,5
3517,coral edgetpu,3517.0,graphrelu_300_float_f,148,0.0,6713.11,"300,300",uint8,1,3,5
3518,Desktop(CPU + GPU),3518.0,graphrelu_300_float_f,50,0.0,373.58,"300,300",float,1,3,6
3519,NCS2,3519.0,graphrelu_300_float_f,50,29060.0,360.0,"300,300",float,1,3,6
3520,coral edgetpu,3520.0,graphrelu_300_float_f,149,0.0,6692.36,"300,300",uint8,1,3,6
3521,Desktop(CPU + GPU),3521.0,graphrelu_300_float_f,50,0.0,328.38,"300,300",float,1,3,7
3522,NCS2,3522.0,graphrelu_300_float_f,50,29350.0,350.0,"300,300",float,1,3,7
3523,coral edgetpu,3523.0,graphrelu_300_float_f,147,0.0,6751.65,"300,300",uint8,1,3,7
3524,Desktop(CPU + GPU),3524.0,graphrelu_300_float_f,50,0.0,314.46,"300,300",float,1,3,8
3525,NCS2,3525.0,graphrelu_300_float_f,50,28980.0,350.0,"300,300",float,1,3,8
3526,coral edgetpu,3526.0,graphrelu_300_float_f,148,0.0,6716.86,"300,300",uint8,1,3,8
3527,Desktop(CPU + GPU),3527.0,graphrelu_300_float_f,50,0.0,365.86,"300,300",float,1,3,9
3528,NCS2,3528.0,graphrelu_300_float_f,50,30380.0,330.0,"300,300",float,1,3,9
3529,coral edgetpu,3529.0,graphrelu_300_float_f,146,0.0,6798.92,"300,300",uint8,1,3,9
3530,Desktop(CPU + GPU),3530.0,graphrelu_300_float_f,50,0.0,334.24,"300,300",float,1,3,10
3531,NCS2,3531.0,graphrelu_300_float_f,50,29690.0,330.0,"300,300",float,1,3,10
3532,coral edgetpu,3532.0,graphrelu_300_float_f,149,0.0,6665.09,"300,300",uint8,1,3,10
3533,Desktop(CPU + GPU),3533.0,graphrelu_300_float_f,50,0.0,351.0,"300,300",float,1,3,11
3534,NCS2,3534.0,graphrelu_300_float_f,50,29300.0,320.0,"300,300",float,1,3,11
3535,coral edgetpu,3535.0,graphrelu_300_float_f,148,0.0,6728.76,"300,300",uint8,1,3,11
3536,Desktop(CPU + GPU),3536.0,graphrelu_300_float_f,50,0.0,375.82,"300,300",float,1,3,12
3537,NCS2,3537.0,graphrelu_300_float_f,50,29180.0,330.0,"300,300",float,1,3,12
3538,coral edgetpu,3538.0,graphrelu_300_float_f,149,0.0,6693.76,"300,300",uint8,1,3,12
3539,Desktop(CPU + GPU),3539.0,graphrelu_400_float_f,50,0.0,492.56,"400,400",float,1,3,1
3540,NCS2,3540.0,graphrelu_400_float_f,50,51250.0,1620.0,"400,400",float,1,3,1
3541,coral edgetpu,3541.0,graphrelu_400_float_f,88,0.0,11381.7,"400,400",uint8,1,3,1
3542,Desktop(CPU + GPU),3542.0,graphrelu_400_float_f,50,0.0,395.6,"400,400",float,1,3,2
3543,NCS2,3543.0,graphrelu_400_float_f,50,52310.0,900.0,"400,400",float,1,3,2
3544,coral edgetpu,3544.0,graphrelu_400_float_f,88,0.0,11326.6,"400,400",uint8,1,3,2
3545,Desktop(CPU + GPU),3545.0,graphrelu_400_float_f,50,0.0,462.5,"400,400",float,1,3,3
3546,NCS2,3546.0,graphrelu_400_float_f,50,50890.0,660.0,"400,400",float,1,3,3
3547,coral edgetpu,3547.0,graphrelu_400_float_f,89,0.0,11186.1,"400,400",uint8,1,3,3
3548,Desktop(CPU + GPU),3548.0,graphrelu_400_float_f,50,0.0,497.12,"400,400",float,1,3,4
3549,NCS2,3549.0,graphrelu_400_float_f,50,50290.0,600.0,"400,400",float,1,3,4
3550,coral edgetpu,3550.0,graphrelu_400_float_f,89,0.0,11242.4,"400,400",uint8,1,3,4
3551,Desktop(CPU + GPU),3551.0,graphrelu_400_float_f,50,0.0,470.12,"400,400",float,1,3,5
3552,NCS2,3552.0,graphrelu_400_float_f,50,51820.0,580.0,"400,400",float,1,3,5
3553,coral edgetpu,3553.0,graphrelu_400_float_f,86,0.0,11564.4,"400,400",uint8,1,3,5
3554,Desktop(CPU + GPU),3554.0,graphrelu_400_float_f,50,0.0,429.04,"400,400",float,1,3,6
3555,NCS2,3555.0,graphrelu_400_float_f,50,50820.0,560.0,"400,400",float,1,3,6
3556,coral edgetpu,3556.0,graphrelu_400_float_f,89,0.0,11203.3,"400,400",uint8,1,3,6
3557,Desktop(CPU + GPU),3557.0,graphrelu_400_float_f,50,0.0,482.58,"400,400",float,1,3,7
3558,NCS2,3558.0,graphrelu_400_float_f,50,49830.0,570.0,"400,400",float,1,3,7
3559,coral edgetpu,3559.0,graphrelu_400_float_f,88,0.0,11319.9,"400,400",uint8,1,3,7
3560,Desktop(CPU + GPU),3560.0,graphrelu_400_float_f,50,0.0,451.54,"400,400",float,1,3,8
3561,NCS2,3561.0,graphrelu_400_float_f,50,50560.0,560.0,"400,400",float,1,3,8
3562,coral edgetpu,3562.0,graphrelu_400_float_f,89,0.0,11214.3,"400,400",uint8,1,3,8
3563,Desktop(CPU + GPU),3563.0,graphrelu_400_float_f,50,0.0,473.14,"400,400",float,1,3,9
3564,NCS2,3564.0,graphrelu_400_float_f,50,50430.0,550.0,"400,400",float,1,3,9
3565,coral edgetpu,3565.0,graphrelu_400_float_f,90,0.0,11154.8,"400,400",uint8,1,3,9
3566,Desktop(CPU + GPU),3566.0,graphrelu_400_float_f,50,0.0,455.28,"400,400",float,1,3,10
3567,NCS2,3567.0,graphrelu_400_float_f,50,51940.0,540.0,"400,400",float,1,3,10
3568,coral edgetpu,3568.0,graphrelu_400_float_f,89,0.0,11190.2,"400,400",uint8,1,3,10
3569,Desktop(CPU + GPU),3569.0,graphrelu_400_float_f,50,0.0,473.4,"400,400",float,1,3,11
3570,NCS2,3570.0,graphrelu_400_float_f,50,50380.0,540.0,"400,400",float,1,3,11
3571,coral edgetpu,3571.0,graphrelu_400_float_f,88,0.0,11323.9,"400,400",uint8,1,3,11
3572,Desktop(CPU + GPU),3572.0,graphrelu_400_float_f,50,0.0,499.34,"400,400",float,1,3,12
3573,NCS2,3573.0,graphrelu_400_float_f,50,52080.0,540.0,"400,400",float,1,3,12
3574,coral edgetpu,3574.0,graphrelu_400_float_f,89,0.0,11231.3,"400,400",uint8,1,3,12
3575,Desktop(CPU + GPU),3575.0,graphrelu_500_float_f,50,0.0,708.18,"500,500",float,1,3,1
3576,NCS2,3576.0,graphrelu_500_float_f,50,79420.0,2530.0,"500,500",float,1,3,1
3577,coral edgetpu,3577.0,graphrelu_500_float_f,56,0.0,18052.4,"500,500",uint8,1,3,1
3578,Desktop(CPU + GPU),3578.0,graphrelu_500_float_f,50,0.0,724.98,"500,500",float,1,3,2
3579,NCS2,3579.0,graphrelu_500_float_f,50,80010.0,1330.0,"500,500",float,1,3,2
3580,coral edgetpu,3580.0,graphrelu_500_float_f,56,0.0,17969.7,"500,500",uint8,1,3,2
3581,Desktop(CPU + GPU),3581.0,graphrelu_500_float_f,50,0.0,619.44,"500,500",float,1,3,3
3582,NCS2,3582.0,graphrelu_500_float_f,50,77800.0,980.0,"500,500",float,1,3,3
3583,coral edgetpu,3583.0,graphrelu_500_float_f,56,0.0,18028.6,"500,500",uint8,1,3,3
3584,Desktop(CPU + GPU),3584.0,graphrelu_500_float_f,50,0.0,630.72,"500,500",float,1,3,4
3585,NCS2,3585.0,graphrelu_500_float_f,50,77790.0,880.0,"500,500",float,1,3,4
3586,coral edgetpu,3586.0,graphrelu_500_float_f,56,0.0,18051.1,"500,500",uint8,1,3,4
3587,Desktop(CPU + GPU),3587.0,graphrelu_500_float_f,50,0.0,656.14,"500,500",float,1,3,5
3588,NCS2,3588.0,graphrelu_500_float_f,50,78460.0,840.0,"500,500",float,1,3,5
3589,coral edgetpu,3589.0,graphrelu_500_float_f,55,0.0,18078.9,"500,500",uint8,1,3,5
3590,Desktop(CPU + GPU),3590.0,graphrelu_500_float_f,50,0.0,624.76,"500,500",float,1,3,6
3591,NCS2,3591.0,graphrelu_500_float_f,50,78570.0,840.0,"500,500",float,1,3,6
3592,coral edgetpu,3592.0,graphrelu_500_float_f,55,0.0,18099.6,"500,500",uint8,1,3,6
3593,Desktop(CPU + GPU),3593.0,graphrelu_500_float_f,50,0.0,634.62,"500,500",float,1,3,7
3594,NCS2,3594.0,graphrelu_500_float_f,50,77800.0,830.0,"500,500",float,1,3,7
3595,coral edgetpu,3595.0,graphrelu_500_float_f,56,0.0,18051.3,"500,500",uint8,1,3,7
3596,Desktop(CPU + GPU),3596.0,graphrelu_500_float_f,50,0.0,710.18,"500,500",float,1,3,8
3597,NCS2,3597.0,graphrelu_500_float_f,50,77860.0,830.0,"500,500",float,1,3,8
3598,coral edgetpu,3598.0,graphrelu_500_float_f,56,0.0,18012.9,"500,500",uint8,1,3,8
3599,Desktop(CPU + GPU),3599.0,graphrelu_500_float_f,50,0.0,659.02,"500,500",float,1,3,9
3600,NCS2,3600.0,graphrelu_500_float_f,50,77970.0,820.0,"500,500",float,1,3,9
3601,coral edgetpu,3601.0,graphrelu_500_float_f,56,0.0,18057.4,"500,500",uint8,1,3,9
3602,Desktop(CPU + GPU),3602.0,graphrelu_500_float_f,50,0.0,664.88,"500,500",float,1,3,10
3603,NCS2,3603.0,graphrelu_500_float_f,50,78100.0,810.0,"500,500",float,1,3,10
3604,coral edgetpu,3604.0,graphrelu_500_float_f,56,0.0,18008.3,"500,500",uint8,1,3,10
3605,Desktop(CPU + GPU),3605.0,graphrelu_500_float_f,50,0.0,664.9,"500,500",float,1,3,11
3606,NCS2,3606.0,graphrelu_500_float_f,50,78010.0,810.0,"500,500",float,1,3,11
3607,coral edgetpu,3607.0,graphrelu_500_float_f,56,0.0,17973.3,"500,500",uint8,1,3,11
3608,Desktop(CPU + GPU),3608.0,graphrelu_500_float_f,50,0.0,638.94,"500,500",float,1,3,12
3609,NCS2,3609.0,graphrelu_500_float_f,50,77830.0,810.0,"500,500",float,1,3,12
3610,coral edgetpu,3610.0,graphrelu_500_float_f,56,0.0,17984.5,"500,500",uint8,1,3,12
3611,Desktop(CPU + GPU),3611.0,graphrelu_600_float_f,50,0.0,1030.8,"600,600",float,1,3,1
3612,NCS2,3612.0,graphrelu_600_float_f,50,113250.0,3620.0,"600,600",float,1,3,1
3613,coral edgetpu,3613.0,graphrelu_600_float_f,50,0.0,27686.4,"600,600",uint8,1,3,1
3614,Desktop(CPU + GPU),3614.0,graphrelu_600_float_f,50,0.0,1058.62,"600,600",float,1,3,2
3615,NCS2,3615.0,graphrelu_600_float_f,50,115090.0,1880.0,"600,600",float,1,3,2
3616,coral edgetpu,3616.0,graphrelu_600_float_f,50,0.0,27845.9,"600,600",uint8,1,3,2
3617,Desktop(CPU + GPU),3617.0,graphrelu_600_float_f,50,0.0,808.86,"600,600",float,1,3,3
3618,NCS2,3618.0,graphrelu_600_float_f,50,111050.0,1330.0,"600,600",float,1,3,3
3619,coral edgetpu,3619.0,graphrelu_600_float_f,50,0.0,27611.5,"600,600",uint8,1,3,3
3620,Desktop(CPU + GPU),3620.0,graphrelu_600_float_f,50,0.0,993.56,"600,600",float,1,3,4
3621,NCS2,3621.0,graphrelu_600_float_f,50,114820.0,1200.0,"600,600",float,1,3,4
3622,coral edgetpu,3622.0,graphrelu_600_float_f,50,0.0,27494.7,"600,600",uint8,1,3,4
3623,Desktop(CPU + GPU),3623.0,graphrelu_600_float_f,50,0.0,1013.84,"600,600",float,1,3,5
3624,NCS2,3624.0,graphrelu_600_float_f,50,112740.0,1150.0,"600,600",float,1,3,5
3625,coral edgetpu,3625.0,graphrelu_600_float_f,50,0.0,27592.9,"600,600",uint8,1,3,5
3626,Desktop(CPU + GPU),3626.0,graphrelu_600_float_f,50,0.0,1028.12,"600,600",float,1,3,6
3627,NCS2,3627.0,graphrelu_600_float_f,50,114210.0,1160.0,"600,600",float,1,3,6
3628,coral edgetpu,3628.0,graphrelu_600_float_f,50,0.0,27680.1,"600,600",uint8,1,3,6
3629,Desktop(CPU + GPU),3629.0,graphrelu_600_float_f,50,0.0,1072.9,"600,600",float,1,3,7
3630,NCS2,3630.0,graphrelu_600_float_f,50,115290.0,1170.0,"600,600",float,1,3,7
3631,coral edgetpu,3631.0,graphrelu_600_float_f,50,0.0,27493.7,"600,600",uint8,1,3,7
3632,Desktop(CPU + GPU),3632.0,graphrelu_600_float_f,50,0.0,1061.54,"600,600",float,1,3,8
3633,NCS2,3633.0,graphrelu_600_float_f,50,114710.0,1170.0,"600,600",float,1,3,8
3634,coral edgetpu,3634.0,graphrelu_600_float_f,50,0.0,27951.1,"600,600",uint8,1,3,8
3635,Desktop(CPU + GPU),3635.0,graphrelu_600_float_f,50,0.0,922.04,"600,600",float,1,3,9
3636,NCS2,3636.0,graphrelu_600_float_f,50,118040.0,1140.0,"600,600",float,1,3,9
3637,coral edgetpu,3637.0,graphrelu_600_float_f,50,0.0,27514.7,"600,600",uint8,1,3,9
3638,Desktop(CPU + GPU),3638.0,graphrelu_600_float_f,50,0.0,908.16,"600,600",float,1,3,10
3639,NCS2,3639.0,graphrelu_600_float_f,50,117460.0,1130.0,"600,600",float,1,3,10
3640,coral edgetpu,3640.0,graphrelu_600_float_f,50,0.0,27445.3,"600,600",uint8,1,3,10
3641,Desktop(CPU + GPU),3641.0,graphrelu_600_float_f,50,0.0,974.98,"600,600",float,1,3,11
3642,NCS2,3642.0,graphrelu_600_float_f,50,111350.0,1140.0,"600,600",float,1,3,11
3643,coral edgetpu,3643.0,graphrelu_600_float_f,50,0.0,27643.7,"600,600",uint8,1,3,11
3644,Desktop(CPU + GPU),3644.0,graphrelu_600_float_f,50,0.0,938.7,"600,600",float,1,3,12
3645,NCS2,3645.0,graphrelu_600_float_f,50,110740.0,1140.0,"600,600",float,1,3,12
3646,coral edgetpu,3646.0,graphrelu_600_float_f,50,0.0,27382.7,"600,600",uint8,1,3,12
3647,Desktop(CPU + GPU),3647.0,graphrelu_700_float_f,50,0.0,1308.76,"700,700",float,1,3,1
3648,NCS2,3648.0,graphrelu_700_float_f,50,159340.0,4940.0,"700,700",float,1,3,1
3649,coral edgetpu,3649.0,graphrelu_700_float_f,50,0.0,36875.1,"700,700",uint8,1,3,1
3650,Desktop(CPU + GPU),3650.0,graphrelu_700_float_f,50,0.0,1212.66,"700,700",float,1,3,2
3651,NCS2,3651.0,graphrelu_700_float_f,50,156830.0,2530.0,"700,700",float,1,3,2
3652,coral edgetpu,3652.0,graphrelu_700_float_f,50,0.0,36839.8,"700,700",uint8,1,3,2
3653,Desktop(CPU + GPU),3653.0,graphrelu_700_float_f,50,0.0,1226.24,"700,700",float,1,3,3
3654,NCS2,3654.0,graphrelu_700_float_f,50,151650.0,1770.0,"700,700",float,1,3,3
3655,coral edgetpu,3655.0,graphrelu_700_float_f,50,0.0,36756.7,"700,700",uint8,1,3,3
3656,Desktop(CPU + GPU),3656.0,graphrelu_700_float_f,50,0.0,1197.02,"700,700",float,1,3,4
3657,NCS2,3657.0,graphrelu_700_float_f,50,155210.0,1600.0,"700,700",float,1,3,4
3658,coral edgetpu,3658.0,graphrelu_700_float_f,50,0.0,36858.5,"700,700",uint8,1,3,4
3659,Desktop(CPU + GPU),3659.0,graphrelu_700_float_f,50,0.0,1281.16,"700,700",float,1,3,5
3660,NCS2,3660.0,graphrelu_700_float_f,50,157400.0,1540.0,"700,700",float,1,3,5
3661,coral edgetpu,3661.0,graphrelu_700_float_f,50,0.0,36744.8,"700,700",uint8,1,3,5
3662,Desktop(CPU + GPU),3662.0,graphrelu_700_float_f,50,0.0,1207.56,"700,700",float,1,3,6
3663,NCS2,3663.0,graphrelu_700_float_f,50,150690.0,1560.0,"700,700",float,1,3,6
3664,coral edgetpu,3664.0,graphrelu_700_float_f,50,0.0,37190.6,"700,700",uint8,1,3,6
3665,Desktop(CPU + GPU),3665.0,graphrelu_700_float_f,50,0.0,1310.78,"700,700",float,1,3,7
3666,NCS2,3666.0,graphrelu_700_float_f,50,157350.0,1540.0,"700,700",float,1,3,7
3667,coral edgetpu,3667.0,graphrelu_700_float_f,50,0.0,36790.1,"700,700",uint8,1,3,7
3668,Desktop(CPU + GPU),3668.0,graphrelu_700_float_f,50,0.0,1324.16,"700,700",float,1,3,8
3669,NCS2,3669.0,graphrelu_700_float_f,50,151390.0,1530.0,"700,700",float,1,3,8
3670,coral edgetpu,3670.0,graphrelu_700_float_f,50,0.0,36693.0,"700,700",uint8,1,3,8
3671,Desktop(CPU + GPU),3671.0,graphrelu_700_float_f,50,0.0,1409.56,"700,700",float,1,3,9
3672,NCS2,3672.0,graphrelu_700_float_f,50,151250.0,1540.0,"700,700",float,1,3,9
3673,coral edgetpu,3673.0,graphrelu_700_float_f,50,0.0,36838.5,"700,700",uint8,1,3,9
3674,Desktop(CPU + GPU),3674.0,graphrelu_700_float_f,50,0.0,1394.16,"700,700",float,1,3,10
3675,NCS2,3675.0,graphrelu_700_float_f,50,156850.0,1520.0,"700,700",float,1,3,10
3676,coral edgetpu,3676.0,graphrelu_700_float_f,50,0.0,36787.9,"700,700",uint8,1,3,10
3677,Desktop(CPU + GPU),3677.0,graphrelu_700_float_f,50,0.0,1298.36,"700,700",float,1,3,11
3678,NCS2,3678.0,graphrelu_700_float_f,50,154510.0,1540.0,"700,700",float,1,3,11
3679,coral edgetpu,3679.0,graphrelu_700_float_f,50,0.0,36888.5,"700,700",uint8,1,3,11
3680,Desktop(CPU + GPU),3680.0,graphrelu_700_float_f,50,0.0,1270.76,"700,700",float,1,3,12
3681,NCS2,3681.0,graphrelu_700_float_f,50,152080.0,1530.0,"700,700",float,1,3,12
