,Hardware,Unnamed: 0,benchmark_name,count,extra_time_to_execute(us),inference_time(us),input_shape,input_type,num_of_batches,num_of_channels,num_threads
3682,coral edgetpu,3682.0,graphrelu_700_float_f,50,0.0,36792.7,"700,700",uint8,1,3,12
3683,Desktop(CPU + GPU),3683.0,graphrelu_800_float_f,50,0.0,1756.06,"800,800",float,1,3,1
3684,NCS2,3684.0,graphrelu_800_float_f,50,201480.0,6410.0,"800,800",float,1,3,1
3685,coral edgetpu,3685.0,graphrelu_800_float_f,50,0.0,45892.5,"800,800",uint8,1,3,1
3686,Desktop(CPU + GPU),3686.0,graphrelu_800_float_f,50,0.0,1460.26,"800,800",float,1,3,2
3687,NCS2,3687.0,graphrelu_800_float_f,50,196710.0,3260.0,"800,800",float,1,3,2
3688,coral edgetpu,3688.0,graphrelu_800_float_f,50,0.0,46012.0,"800,800",uint8,1,3,2
3689,Desktop(CPU + GPU),3689.0,graphrelu_800_float_f,50,0.0,1699.46,"800,800",float,1,3,3
3690,NCS2,3690.0,graphrelu_800_float_f,50,197640.0,2260.0,"800,800",float,1,3,3
3691,coral edgetpu,3691.0,graphrelu_800_float_f,50,0.0,46223.2,"800,800",uint8,1,3,3
3692,Desktop(CPU + GPU),3692.0,graphrelu_800_float_f,50,0.0,1499.7,"800,800",float,1,3,4
3693,NCS2,3693.0,graphrelu_800_float_f,50,201970.0,2010.0,"800,800",float,1,3,4
3694,coral edgetpu,3694.0,graphrelu_800_float_f,50,0.0,46156.6,"800,800",uint8,1,3,4
3695,Desktop(CPU + GPU),3695.0,graphrelu_800_float_f,50,0.0,1554.96,"800,800",float,1,3,5
3696,NCS2,3696.0,graphrelu_800_float_f,50,197110.0,1970.0,"800,800",float,1,3,5
3697,coral edgetpu,3697.0,graphrelu_800_float_f,50,0.0,45975.8,"800,800",uint8,1,3,5
3698,Desktop(CPU + GPU),3698.0,graphrelu_800_float_f,50,0.0,1627.86,"800,800",float,1,3,6
3699,NCS2,3699.0,graphrelu_800_float_f,50,202950.0,1980.0,"800,800",float,1,3,6
3700,coral edgetpu,3700.0,graphrelu_800_float_f,50,0.0,46000.6,"800,800",uint8,1,3,6
3701,Desktop(CPU + GPU),3701.0,graphrelu_800_float_f,50,0.0,1509.28,"800,800",float,1,3,7
3702,NCS2,3702.0,graphrelu_800_float_f,50,199630.0,1970.0,"800,800",float,1,3,7
3703,coral edgetpu,3703.0,graphrelu_800_float_f,50,0.0,46002.0,"800,800",uint8,1,3,7
3704,Desktop(CPU + GPU),3704.0,graphrelu_800_float_f,50,0.0,1827.1,"800,800",float,1,3,8
3705,NCS2,3705.0,graphrelu_800_float_f,50,199550.0,1970.0,"800,800",float,1,3,8
3706,coral edgetpu,3706.0,graphrelu_800_float_f,50,0.0,46146.1,"800,800",uint8,1,3,8
3707,Desktop(CPU + GPU),3707.0,graphrelu_800_float_f,50,0.0,1375.8,"800,800",float,1,3,9
3708,NCS2,3708.0,graphrelu_800_float_f,50,198070.0,1950.0,"800,800",float,1,3,9
3709,coral edgetpu,3709.0,graphrelu_800_float_f,50,0.0,46017.0,"800,800",uint8,1,3,9
3710,Desktop(CPU + GPU),3710.0,graphrelu_800_float_f,50,0.0,1686.08,"800,800",float,1,3,10
3711,NCS2,3711.0,graphrelu_800_float_f,50,197760.0,1950.0,"800,800",float,1,3,10
3712,coral edgetpu,3712.0,graphrelu_800_float_f,50,0.0,46044.6,"800,800",uint8,1,3,10
3713,Desktop(CPU + GPU),3713.0,graphrelu_800_float_f,50,0.0,1733.74,"800,800",float,1,3,11
3714,NCS2,3714.0,graphrelu_800_float_f,50,201120.0,1950.0,"800,800",float,1,3,11
3715,coral edgetpu,3715.0,graphrelu_800_float_f,50,0.0,46223.7,"800,800",uint8,1,3,11
3716,Desktop(CPU + GPU),3716.0,graphrelu_800_float_f,50,0.0,1750.48,"800,800",float,1,3,12
3717,NCS2,3717.0,graphrelu_800_float_f,50,198610.0,1960.0,"800,800",float,1,3,12
3718,coral edgetpu,3718.0,graphrelu_800_float_f,50,0.0,46191.1,"800,800",uint8,1,3,12
3719,Desktop(CPU + GPU),3719.0,graphrelu_900_float_f,50,0.0,2217.56,"900,900",float,1,3,1
3720,NCS2,3720.0,graphrelu_900_float_f,50,264740.0,8130.000000000001,"900,900",float,1,3,1
3721,coral edgetpu,3721.0,graphrelu_900_float_f,50,0.0,60570.6,"900,900",uint8,1,3,1
3722,Desktop(CPU + GPU),3722.0,graphrelu_900_float_f,50,0.0,1769.1,"900,900",float,1,3,2
3723,NCS2,3723.0,graphrelu_900_float_f,50,258260.0,4130.0,"900,900",float,1,3,2
3724,coral edgetpu,3724.0,graphrelu_900_float_f,50,0.0,60838.8,"900,900",uint8,1,3,2
3725,Desktop(CPU + GPU),3725.0,graphrelu_900_float_f,50,0.0,2175.12,"900,900",float,1,3,3
3726,NCS2,3726.0,graphrelu_900_float_f,50,258850.00000000003,2870.0,"900,900",float,1,3,3
3727,coral edgetpu,3727.0,graphrelu_900_float_f,50,0.0,60725.4,"900,900",uint8,1,3,3
3728,Desktop(CPU + GPU),3728.0,graphrelu_900_float_f,50,0.0,2168.96,"900,900",float,1,3,4
3729,NCS2,3729.0,graphrelu_900_float_f,50,251620.0,2510.0,"900,900",float,1,3,4
3730,coral edgetpu,3730.0,graphrelu_900_float_f,50,0.0,60537.3,"900,900",uint8,1,3,4
3731,Desktop(CPU + GPU),3731.0,graphrelu_900_float_f,50,0.0,2199.08,"900,900",float,1,3,5
3732,NCS2,3732.0,graphrelu_900_float_f,50,248710.0,2480.0,"900,900",float,1,3,5
3733,coral edgetpu,3733.0,graphrelu_900_float_f,50,0.0,60520.7,"900,900",uint8,1,3,5
3734,Desktop(CPU + GPU),3734.0,graphrelu_900_float_f,50,0.0,2213.76,"900,900",float,1,3,6
3735,NCS2,3735.0,graphrelu_900_float_f,50,254470.0,2490.0,"900,900",float,1,3,6
3736,coral edgetpu,3736.0,graphrelu_900_float_f,50,0.0,60916.1,"900,900",uint8,1,3,6
3737,Desktop(CPU + GPU),3737.0,graphrelu_900_float_f,50,0.0,1984.86,"900,900",float,1,3,7
3738,NCS2,3738.0,graphrelu_900_float_f,50,255470.0,2490.0,"900,900",float,1,3,7
3739,coral edgetpu,3739.0,graphrelu_900_float_f,50,0.0,61754.4,"900,900",uint8,1,3,7
3740,Desktop(CPU + GPU),3740.0,graphrelu_900_float_f,50,0.0,2100.32,"900,900",float,1,3,8
3741,NCS2,3741.0,graphrelu_900_float_f,50,256810.0,2480.0,"900,900",float,1,3,8
3742,coral edgetpu,3742.0,graphrelu_900_float_f,50,0.0,62689.9,"900,900",uint8,1,3,8
3743,Desktop(CPU + GPU),3743.0,graphrelu_900_float_f,50,0.0,2172.78,"900,900",float,1,3,9
3744,NCS2,3744.0,graphrelu_900_float_f,50,250560.0,2470.0,"900,900",float,1,3,9
3745,coral edgetpu,3745.0,graphrelu_900_float_f,50,0.0,60863.9,"900,900",uint8,1,3,9
3746,Desktop(CPU + GPU),3746.0,graphrelu_900_float_f,50,0.0,2207.74,"900,900",float,1,3,10
3747,NCS2,3747.0,graphrelu_900_float_f,50,257090.0,2460.0,"900,900",float,1,3,10
3748,coral edgetpu,3748.0,graphrelu_900_float_f,50,0.0,61439.8,"900,900",uint8,1,3,10
3749,Desktop(CPU + GPU),3749.0,graphrelu_900_float_f,50,0.0,2075.46,"900,900",float,1,3,11
3750,NCS2,3750.0,graphrelu_900_float_f,50,250250.0,2470.0,"900,900",float,1,3,11
3751,coral edgetpu,3751.0,graphrelu_900_float_f,50,0.0,63414.2,"900,900",uint8,1,3,11
3752,Desktop(CPU + GPU),3752.0,graphrelu_900_float_f,50,0.0,1931.08,"900,900",float,1,3,12
3753,NCS2,3753.0,graphrelu_900_float_f,50,250110.0,2470.0,"900,900",float,1,3,12
3754,coral edgetpu,3754.0,graphrelu_900_float_f,50,0.0,61329.1,"900,900",uint8,1,3,12
3755,Desktop(CPU + GPU),3755.0,graphrelu_1000_float_f,50,0.0,2773.48,"1000,1000",float,1,3,1
3756,NCS2,3756.0,graphrelu_1000_float_f,50,319700.0,9990.0,"1000,1000",float,1,3,1
3757,coral edgetpu,3757.0,graphrelu_1000_float_f,50,0.0,73982.3,"1000,1000",uint8,1,3,1
3758,Desktop(CPU + GPU),3758.0,graphrelu_1000_float_f,50,0.0,2353.86,"1000,1000",float,1,3,2
3759,NCS2,3759.0,graphrelu_1000_float_f,50,314640.0,5060.0,"1000,1000",float,1,3,2
3760,coral edgetpu,3760.0,graphrelu_1000_float_f,50,0.0,72586.8,"1000,1000",uint8,1,3,2
3761,Desktop(CPU + GPU),3761.0,graphrelu_1000_float_f,50,0.0,2595.96,"1000,1000",float,1,3,3
3762,NCS2,3762.0,graphrelu_1000_float_f,50,321190.0,3450.0,"1000,1000",float,1,3,3
3763,coral edgetpu,3763.0,graphrelu_1000_float_f,50,0.0,72726.5,"1000,1000",uint8,1,3,3
3764,Desktop(CPU + GPU),3764.0,graphrelu_1000_float_f,50,0.0,2497.88,"1000,1000",float,1,3,4
3765,NCS2,3765.0,graphrelu_1000_float_f,50,307560.0,3110.0,"1000,1000",float,1,3,4
3766,coral edgetpu,3766.0,graphrelu_1000_float_f,50,0.0,72837.5,"1000,1000",uint8,1,3,4
3767,Desktop(CPU + GPU),3767.0,graphrelu_1000_float_f,50,0.0,2380.04,"1000,1000",float,1,3,5
3768,NCS2,3768.0,graphrelu_1000_float_f,50,315130.0,3020.0,"1000,1000",float,1,3,5
3769,coral edgetpu,3769.0,graphrelu_1000_float_f,50,0.0,72874.0,"1000,1000",uint8,1,3,5
3770,Desktop(CPU + GPU),3770.0,graphrelu_1000_float_f,50,0.0,2629.9,"1000,1000",float,1,3,6
3771,NCS2,3771.0,graphrelu_1000_float_f,50,316870.0,3040.0,"1000,1000",float,1,3,6
3772,coral edgetpu,3772.0,graphrelu_1000_float_f,50,0.0,72635.2,"1000,1000",uint8,1,3,6
3773,Desktop(CPU + GPU),3773.0,graphrelu_1000_float_f,50,0.0,2624.46,"1000,1000",float,1,3,7
3774,NCS2,3774.0,graphrelu_1000_float_f,50,305600.0,3050.0,"1000,1000",float,1,3,7
3775,coral edgetpu,3775.0,graphrelu_1000_float_f,50,0.0,72647.8,"1000,1000",uint8,1,3,7
3776,Desktop(CPU + GPU),3776.0,graphrelu_1000_float_f,50,0.0,2594.58,"1000,1000",float,1,3,8
3777,NCS2,3777.0,graphrelu_1000_float_f,50,312050.0,3050.0,"1000,1000",float,1,3,8
3778,coral edgetpu,3778.0,graphrelu_1000_float_f,50,0.0,72645.9,"1000,1000",uint8,1,3,8
3779,Desktop(CPU + GPU),3779.0,graphrelu_1000_float_f,50,0.0,2551.26,"1000,1000",float,1,3,9
3780,NCS2,3780.0,graphrelu_1000_float_f,50,309590.0,3080.0,"1000,1000",float,1,3,9
3781,coral edgetpu,3781.0,graphrelu_1000_float_f,50,0.0,72652.1,"1000,1000",uint8,1,3,9
3782,Desktop(CPU + GPU),3782.0,graphrelu_1000_float_f,50,0.0,2569.4,"1000,1000",float,1,3,10
3783,NCS2,3783.0,graphrelu_1000_float_f,50,308930.0,3030.0,"1000,1000",float,1,3,10
3784,coral edgetpu,3784.0,graphrelu_1000_float_f,50,0.0,72456.4,"1000,1000",uint8,1,3,10
3785,Desktop(CPU + GPU),3785.0,graphrelu_1000_float_f,50,0.0,2573.96,"1000,1000",float,1,3,11
3786,NCS2,3786.0,graphrelu_1000_float_f,50,308090.0,3020.0,"1000,1000",float,1,3,11
3787,coral edgetpu,3787.0,graphrelu_1000_float_f,50,0.0,72605.2,"1000,1000",uint8,1,3,11
3788,Desktop(CPU + GPU),3788.0,graphrelu_1000_float_f,50,0.0,2715.86,"1000,1000",float,1,3,12
3789,NCS2,3789.0,graphrelu_1000_float_f,50,311420.0,3040.0,"1000,1000",float,1,3,12
3790,coral edgetpu,3790.0,graphrelu_1000_float_f,50,0.0,72425.2,"1000,1000",uint8,1,3,12
3791,NCS2,3791.0,graphrelu_10_float16_f,50,1550.0,70.0,"10,10",half,1,3,1
3792,NCS2,3792.0,graphrelu_10_float16_f,50,1700.0,70.0,"10,10",half,1,3,2
3793,NCS2,3793.0,graphrelu_10_float16_f,50,1620.0,70.0,"10,10",half,1,3,3
3794,NCS2,3794.0,graphrelu_10_float16_f,50,1680.0,30.0,"10,10",half,1,3,4
3795,NCS2,3795.0,graphrelu_10_float16_f,50,1570.0,30.0,"10,10",half,1,3,5
3796,NCS2,3796.0,graphrelu_10_float16_f,50,1660.0,60.0,"10,10",half,1,3,6
3797,NCS2,3797.0,graphrelu_10_float16_f,50,1710.0,70.0,"10,10",half,1,3,7
3798,NCS2,3798.0,graphrelu_10_float16_f,50,1640.0,50.0,"10,10",half,1,3,8
3799,NCS2,3799.0,graphrelu_10_float16_f,50,1650.0,50.0,"10,10",half,1,3,9
3800,NCS2,3800.0,graphrelu_10_float16_f,50,1600.0,60.0,"10,10",half,1,3,10
3801,NCS2,3801.0,graphrelu_10_float16_f,50,1580.0,60.0,"10,10",half,1,3,11
3802,NCS2,3802.0,graphrelu_10_float16_f,50,1680.0,60.0,"10,10",half,1,3,12
3803,NCS2,3803.0,graphrelu_20_float16_f,50,1690.0,70.0,"20,20",half,1,3,1
3804,NCS2,3804.0,graphrelu_20_float16_f,50,1860.0,90.0,"20,20",half,1,3,2
3805,NCS2,3805.0,graphrelu_20_float16_f,50,1840.0,90.0,"20,20",half,1,3,3
3806,NCS2,3806.0,graphrelu_20_float16_f,50,1730.0,30.0,"20,20",half,1,3,4
3807,NCS2,3807.0,graphrelu_20_float16_f,50,1720.0,30.0,"20,20",half,1,3,5
3808,NCS2,3808.0,graphrelu_20_float16_f,50,1830.0,40.0,"20,20",half,1,3,6
3809,NCS2,3809.0,graphrelu_20_float16_f,50,1690.0,40.0,"20,20",half,1,3,7
3810,NCS2,3810.0,graphrelu_20_float16_f,50,1870.0,50.0,"20,20",half,1,3,8
3811,NCS2,3811.0,graphrelu_20_float16_f,50,1910.0,50.0,"20,20",half,1,3,9
3812,NCS2,3812.0,graphrelu_20_float16_f,50,1740.0,50.0,"20,20",half,1,3,10
3813,NCS2,3813.0,graphrelu_20_float16_f,50,1750.0,110.0,"20,20",half,1,3,11
3814,NCS2,3814.0,graphrelu_20_float16_f,50,1780.0,60.0,"20,20",half,1,3,12
3815,NCS2,3815.0,graphrelu_30_float16_f,50,1960.0,60.0,"30,30",half,1,3,1
3816,NCS2,3816.0,graphrelu_30_float16_f,50,1940.0,90.0,"30,30",half,1,3,2
3817,NCS2,3817.0,graphrelu_30_float16_f,50,2010.0,70.0,"30,30",half,1,3,3
3818,NCS2,3818.0,graphrelu_30_float16_f,50,2160.0,80.0,"30,30",half,1,3,4
3819,NCS2,3819.0,graphrelu_30_float16_f,50,1900.0,80.0,"30,30",half,1,3,5
3820,NCS2,3820.0,graphrelu_30_float16_f,50,1790.0,40.0,"30,30",half,1,3,6
3821,NCS2,3821.0,graphrelu_30_float16_f,50,1860.0,40.0,"30,30",half,1,3,7
3822,NCS2,3822.0,graphrelu_30_float16_f,50,1960.0,50.0,"30,30",half,1,3,8
3823,NCS2,3823.0,graphrelu_30_float16_f,50,1950.0,50.0,"30,30",half,1,3,9
3824,NCS2,3824.0,graphrelu_30_float16_f,50,1910.0,60.0,"30,30",half,1,3,10
3825,NCS2,3825.0,graphrelu_30_float16_f,50,2010.0,60.0,"30,30",half,1,3,11
3826,NCS2,3826.0,graphrelu_30_float16_f,50,1990.0,60.0,"30,30",half,1,3,12
3827,NCS2,3827.0,graphrelu_40_float16_f,50,2430.0,40.0,"40,40",half,1,3,1
3828,NCS2,3828.0,graphrelu_40_float16_f,50,2140.0,60.0,"40,40",half,1,3,2
3829,NCS2,3829.0,graphrelu_40_float16_f,50,2340.0,70.0,"40,40",half,1,3,3
3830,NCS2,3830.0,graphrelu_40_float16_f,50,2160.0,30.0,"40,40",half,1,3,4
3831,NCS2,3831.0,graphrelu_40_float16_f,50,2070.0,70.0,"40,40",half,1,3,5
3832,NCS2,3832.0,graphrelu_40_float16_f,50,2230.0,60.0,"40,40",half,1,3,6
3833,NCS2,3833.0,graphrelu_40_float16_f,50,2310.0,70.0,"40,40",half,1,3,7
3834,NCS2,3834.0,graphrelu_40_float16_f,50,2130.0,50.0,"40,40",half,1,3,8
3835,NCS2,3835.0,graphrelu_40_float16_f,50,2040.0,80.0,"40,40",half,1,3,9
3836,NCS2,3836.0,graphrelu_40_float16_f,50,2170.0,120.0,"40,40",half,1,3,10
3837,NCS2,3837.0,graphrelu_40_float16_f,50,2130.0,60.0,"40,40",half,1,3,11
3838,NCS2,3838.0,graphrelu_40_float16_f,50,2180.0,70.0,"40,40",half,1,3,12
3839,NCS2,3839.0,graphrelu_50_float16_f,50,2390.0,90.0,"50,50",half,1,3,1
3840,NCS2,3840.0,graphrelu_50_float16_f,50,2370.0,110.0,"50,50",half,1,3,2
3841,NCS2,3841.0,graphrelu_50_float16_f,50,2510.0,110.0,"50,50",half,1,3,3
3842,NCS2,3842.0,graphrelu_50_float16_f,50,2380.0,80.0,"50,50",half,1,3,4
3843,NCS2,3843.0,graphrelu_50_float16_f,50,2420.0,80.0,"50,50",half,1,3,5
3844,NCS2,3844.0,graphrelu_50_float16_f,50,2420.0,100.0,"50,50",half,1,3,6
3845,NCS2,3845.0,graphrelu_50_float16_f,50,2320.0,40.0,"50,50",half,1,3,7
3846,NCS2,3846.0,graphrelu_50_float16_f,50,2330.0,50.0,"50,50",half,1,3,8
3847,NCS2,3847.0,graphrelu_50_float16_f,50,2410.0,110.0,"50,50",half,1,3,9
3848,NCS2,3848.0,graphrelu_50_float16_f,50,2420.0,60.0,"50,50",half,1,3,10
3849,NCS2,3849.0,graphrelu_50_float16_f,50,2300.0,60.0,"50,50",half,1,3,11
3850,NCS2,3850.0,graphrelu_50_float16_f,50,2420.0,70.0,"50,50",half,1,3,12
3851,NCS2,3851.0,graphrelu_60_float16_f,50,2650.0,70.0,"60,60",half,1,3,1
3852,NCS2,3852.0,graphrelu_60_float16_f,50,2800.0,70.0,"60,60",half,1,3,2
3853,NCS2,3853.0,graphrelu_60_float16_f,50,2740.0,70.0,"60,60",half,1,3,3
3854,NCS2,3854.0,graphrelu_60_float16_f,50,2700.0,70.0,"60,60",half,1,3,4
3855,NCS2,3855.0,graphrelu_60_float16_f,50,2960.0,70.0,"60,60",half,1,3,5
3856,NCS2,3856.0,graphrelu_60_float16_f,50,2680.0,90.0,"60,60",half,1,3,6
3857,NCS2,3857.0,graphrelu_60_float16_f,50,2880.0,80.0,"60,60",half,1,3,7
3858,NCS2,3858.0,graphrelu_60_float16_f,50,2910.0,50.0,"60,60",half,1,3,8
3859,NCS2,3859.0,graphrelu_60_float16_f,50,3170.0,50.0,"60,60",half,1,3,9
3860,NCS2,3860.0,graphrelu_60_float16_f,50,2800.0,60.0,"60,60",half,1,3,10
3861,NCS2,3861.0,graphrelu_60_float16_f,50,2740.0,60.0,"60,60",half,1,3,11
3862,NCS2,3862.0,graphrelu_60_float16_f,50,2690.0,60.0,"60,60",half,1,3,12
3863,NCS2,3863.0,graphrelu_70_float16_f,50,3150.0,80.0,"70,70",half,1,3,1
3864,NCS2,3864.0,graphrelu_70_float16_f,50,3480.0,80.0,"70,70",half,1,3,2
3865,NCS2,3865.0,graphrelu_70_float16_f,50,3120.0,80.0,"70,70",half,1,3,3
3866,NCS2,3866.0,graphrelu_70_float16_f,50,3070.0,80.0,"70,70",half,1,3,4
3867,NCS2,3867.0,graphrelu_70_float16_f,50,3060.0,80.0,"70,70",half,1,3,5
3868,NCS2,3868.0,graphrelu_70_float16_f,50,3120.0,90.0,"70,70",half,1,3,6
3869,NCS2,3869.0,graphrelu_70_float16_f,50,3090.0,80.0,"70,70",half,1,3,7
3870,NCS2,3870.0,graphrelu_70_float16_f,50,3250.0,100.0,"70,70",half,1,3,8
3871,NCS2,3871.0,graphrelu_70_float16_f,50,3020.0,50.0,"70,70",half,1,3,9
3872,NCS2,3872.0,graphrelu_70_float16_f,50,3110.0,60.0,"70,70",half,1,3,10
3873,NCS2,3873.0,graphrelu_70_float16_f,50,3330.0,60.0,"70,70",half,1,3,11
3874,NCS2,3874.0,graphrelu_70_float16_f,50,3010.0,60.0,"70,70",half,1,3,12
3875,NCS2,3875.0,graphrelu_80_float16_f,50,3640.0,120.0,"80,80",half,1,3,1
3876,NCS2,3876.0,graphrelu_80_float16_f,50,3780.0,90.0,"80,80",half,1,3,2
3877,NCS2,3877.0,graphrelu_80_float16_f,50,3540.0,80.0,"80,80",half,1,3,3
3878,NCS2,3878.0,graphrelu_80_float16_f,50,3400.0,80.0,"80,80",half,1,3,4
3879,NCS2,3879.0,graphrelu_80_float16_f,50,3410.0,90.0,"80,80",half,1,3,5
3880,NCS2,3880.0,graphrelu_80_float16_f,50,3410.0,110.0,"80,80",half,1,3,6
3881,NCS2,3881.0,graphrelu_80_float16_f,50,3490.0,90.0,"80,80",half,1,3,7
3882,NCS2,3882.0,graphrelu_80_float16_f,50,3480.0,100.0,"80,80",half,1,3,8
3883,NCS2,3883.0,graphrelu_80_float16_f,50,3550.0,100.0,"80,80",half,1,3,9
3884,NCS2,3884.0,graphrelu_80_float16_f,50,3610.0,60.0,"80,80",half,1,3,10
3885,NCS2,3885.0,graphrelu_80_float16_f,50,3490.0,90.0,"80,80",half,1,3,11
3886,NCS2,3886.0,graphrelu_80_float16_f,50,3610.0,70.0,"80,80",half,1,3,12
3887,NCS2,3887.0,graphrelu_90_float16_f,50,3940.0,150.0,"90,90",half,1,3,1
3888,NCS2,3888.0,graphrelu_90_float16_f,50,4040.0,70.0,"90,90",half,1,3,2
3889,NCS2,3889.0,graphrelu_90_float16_f,50,4220.0,80.0,"90,90",half,1,3,3
3890,NCS2,3890.0,graphrelu_90_float16_f,50,3930.0,80.0,"90,90",half,1,3,4
3891,NCS2,3891.0,graphrelu_90_float16_f,50,4010.0,100.0,"90,90",half,1,3,5
3892,NCS2,3892.0,graphrelu_90_float16_f,50,4240.0,90.0,"90,90",half,1,3,6
3893,NCS2,3893.0,graphrelu_90_float16_f,50,3910.0,90.0,"90,90",half,1,3,7
3894,NCS2,3894.0,graphrelu_90_float16_f,50,4150.0,100.0,"90,90",half,1,3,8
3895,NCS2,3895.0,graphrelu_90_float16_f,50,4040.0,90.0,"90,90",half,1,3,9
3896,NCS2,3896.0,graphrelu_90_float16_f,50,4190.0,110.0,"90,90",half,1,3,10
3897,NCS2,3897.0,graphrelu_90_float16_f,50,3950.0,60.0,"90,90",half,1,3,11
3898,NCS2,3898.0,graphrelu_90_float16_f,50,3950.0,60.0,"90,90",half,1,3,12
3899,NCS2,3899.0,graphrelu_100_float16_f,50,4970.0,140.0,"100,100",half,1,3,1
3900,NCS2,3900.0,graphrelu_100_float16_f,50,4510.0,100.0,"100,100",half,1,3,2
3901,NCS2,3901.0,graphrelu_100_float16_f,50,4890.0,80.0,"100,100",half,1,3,3
3902,NCS2,3902.0,graphrelu_100_float16_f,50,4490.0,80.0,"100,100",half,1,3,4
3903,NCS2,3903.0,graphrelu_100_float16_f,50,4740.0,80.0,"100,100",half,1,3,5
3904,NCS2,3904.0,graphrelu_100_float16_f,50,4620.0,60.0,"100,100",half,1,3,6
3905,NCS2,3905.0,graphrelu_100_float16_f,50,4590.0,90.0,"100,100",half,1,3,7
3906,NCS2,3906.0,graphrelu_100_float16_f,50,4970.0,100.0,"100,100",half,1,3,8
3907,NCS2,3907.0,graphrelu_100_float16_f,50,5680.0,100.0,"100,100",half,1,3,9
3908,NCS2,3908.0,graphrelu_100_float16_f,50,4580.0,100.0,"100,100",half,1,3,10
3909,NCS2,3909.0,graphrelu_100_float16_f,50,5290.0,100.0,"100,100",half,1,3,11
3910,NCS2,3910.0,graphrelu_100_float16_f,50,4540.0,70.0,"100,100",half,1,3,12
3911,NCS2,3911.0,graphrelu_192_float16_f,50,12760.0,400.0,"192,192",half,1,3,1
3912,NCS2,3912.0,graphrelu_192_float16_f,50,14420.0,250.0,"192,192",half,1,3,2
3913,NCS2,3913.0,graphrelu_192_float16_f,50,12840.0,220.0,"192,192",half,1,3,3
3914,NCS2,3914.0,graphrelu_192_float16_f,50,12690.0,170.0,"192,192",half,1,3,4
3915,NCS2,3915.0,graphrelu_192_float16_f,50,13080.0,200.0,"192,192",half,1,3,5
3916,NCS2,3916.0,graphrelu_192_float16_f,50,12880.0,150.0,"192,192",half,1,3,6
3917,NCS2,3917.0,graphrelu_192_float16_f,50,12750.0,160.0,"192,192",half,1,3,7
3918,NCS2,3918.0,graphrelu_192_float16_f,50,13030.0,160.0,"192,192",half,1,3,8
3919,NCS2,3919.0,graphrelu_192_float16_f,50,13140.0,160.0,"192,192",half,1,3,9
3920,NCS2,3920.0,graphrelu_192_float16_f,50,13120.0,170.0,"192,192",half,1,3,10
3921,NCS2,3921.0,graphrelu_192_float16_f,50,12830.0,190.0,"192,192",half,1,3,11
3922,NCS2,3922.0,graphrelu_192_float16_f,50,13110.0,180.0,"192,192",half,1,3,12
3923,NCS2,3923.0,graphrelu_224_float16_f,50,17870.0,540.0,"224,224",half,1,3,1
3924,NCS2,3924.0,graphrelu_224_float16_f,50,16710.0,360.0,"224,224",half,1,3,2
3925,NCS2,3925.0,graphrelu_224_float16_f,50,18260.0,250.0,"224,224",half,1,3,3
3926,NCS2,3926.0,graphrelu_224_float16_f,50,17600.0,240.0,"224,224",half,1,3,4
3927,NCS2,3927.0,graphrelu_224_float16_f,50,16900.0,200.0,"224,224",half,1,3,5
3928,NCS2,3928.0,graphrelu_224_float16_f,50,16820.0,200.0,"224,224",half,1,3,6
3929,NCS2,3929.0,graphrelu_224_float16_f,50,16910.0,200.0,"224,224",half,1,3,7
3930,NCS2,3930.0,graphrelu_224_float16_f,50,16810.0,200.0,"224,224",half,1,3,8
3931,NCS2,3931.0,graphrelu_224_float16_f,50,16650.0,200.0,"224,224",half,1,3,9
3932,NCS2,3932.0,graphrelu_224_float16_f,50,18010.0,200.0,"224,224",half,1,3,10
3933,NCS2,3933.0,graphrelu_224_float16_f,50,16700.0,210.0,"224,224",half,1,3,11
3934,NCS2,3934.0,graphrelu_224_float16_f,50,16920.0,210.0,"224,224",half,1,3,12
3935,NCS2,3935.0,graphrelu_300_float16_f,50,29910.0,950.0,"300,300",half,1,3,1
3936,NCS2,3936.0,graphrelu_300_float16_f,50,29210.0,540.0,"300,300",half,1,3,2
3937,NCS2,3937.0,graphrelu_300_float16_f,50,28820.0,440.0,"300,300",half,1,3,3
3938,NCS2,3938.0,graphrelu_300_float16_f,50,29840.0,390.0,"300,300",half,1,3,4
3939,NCS2,3939.0,graphrelu_300_float16_f,50,29700.0,410.0,"300,300",half,1,3,5
3940,NCS2,3940.0,graphrelu_300_float16_f,50,29630.0,340.0,"300,300",half,1,3,6
3941,NCS2,3941.0,graphrelu_300_float16_f,50,29120.0,330.0,"300,300",half,1,3,7
3942,NCS2,3942.0,graphrelu_300_float16_f,50,29710.0,360.0,"300,300",half,1,3,8
3943,NCS2,3943.0,graphrelu_300_float16_f,50,29100.0,350.0,"300,300",half,1,3,9
3944,NCS2,3944.0,graphrelu_300_float16_f,50,29840.0,320.0,"300,300",half,1,3,10
3945,NCS2,3945.0,graphrelu_300_float16_f,50,29110.0,330.0,"300,300",half,1,3,11
3946,NCS2,3946.0,graphrelu_300_float16_f,50,30130.0,330.0,"300,300",half,1,3,12
3947,NCS2,3947.0,graphrelu_400_float16_f,50,51830.0,1630.0,"400,400",half,1,3,1
3948,NCS2,3948.0,graphrelu_400_float16_f,50,53010.0,870.0,"400,400",half,1,3,2
3949,NCS2,3949.0,graphrelu_400_float16_f,50,50130.0,670.0,"400,400",half,1,3,3
