Host_Submission,Tpu_Comms,Tpu_Return,Inference,Total
0.00026199999999998447,8.000000000008001e-05,2.0000000000575113e-06,8.000000000008001e-05,0.000344000000000122
6.199999999978445e-05,0.00011100000000019428,2.9999999999752447e-06,0.00011100000000019428,0.00017599999999995397
7.50000000002693e-05,0.00010799999999999699,2.9999999999752447e-06,0.00010799999999999699,0.00018600000000024153
7.49999999998252e-05,0.00010900000000013677,7.999999999785956e-06,0.00010900000000013677,0.00019199999999974793
6.299999999992423e-05,0.00010399999999988196,2.000000000279556e-06,0.00010399999999988196,0.00016900000000008575
5.999999999994898e-05,0.00010900000000013677,2.9999999999752447e-06,0.00010900000000013677,0.000172000000000061
6.899999999987472e-05,0.00010699999999985721,2.000000000279556e-06,0.00010699999999985721,0.00017800000000001148
0.00011500000000008725,7.599999999996498e-05,1.9999999998354667e-06,7.599999999996498e-05,0.0001929999999998877
0.0001290000000002678,0.00010699999999985721,7.000000000090267e-06,0.00010699999999985721,0.00024300000000021527
0.00011999999999989797,0.00010900000000013677,7.000000000090267e-06,0.00010900000000013677,0.000236000000000125
0.00011899999999975819,9.900000000007125e-05,1.9999999998354667e-06,9.900000000007125e-05,0.0002199999999996649
9.600000000009601e-05,7.099999999971018e-05,2.9999999999752447e-06,7.099999999971018e-05,0.00016999999999978144
6.000000000039307e-05,0.00010699999999985721,7.999999999785956e-06,0.00010699999999985721,0.00017500000000003624
9.799999999993148e-05,7.49999999998252e-05,7.000000000090267e-06,7.49999999998252e-05,0.00017999999999984695
